As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
30-03-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,45000
01-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
02-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,40000
03-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
04-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
08-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,53000
09-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,57000
11-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
15-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,55000
17-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
18-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,58000
20-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
21-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,57000
22-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,45000
24-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
27-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,44000,43000
29-04-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
03-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,54000
05-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
06-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
07-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
09-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,39000
13-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
14-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,44000,48000
18-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
24-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,60000
25-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
26-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,40000
27-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,52000
29-05-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,49000
01-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,38000
02-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,47000
03-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,37000
04-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,48000
06-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,38000
07-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,44000,31000
09-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
13-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,37000
14-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,59000
15-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,63000
16-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
17-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
18-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
20-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
24-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,34000
25-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,61000
28-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,40000
30-06-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,49000
02-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,47000
03-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
04-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
05-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,38000
06-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
07-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,54000
08-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
10-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
12-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,38000
13-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
14-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,58000
16-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,57000
17-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,57000
18-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,38000
19-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
20-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
22-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
23-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,63000
24-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
27-07-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
01-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
02-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,49000
03-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,56000
04-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,55000
05-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,40000
08-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
09-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
10-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
12-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,49000
14-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
15-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,54000
17-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
18-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,46000
19-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,56000
20-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
23-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
25-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
26-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,53000
28-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,55000
29-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,56000
30-08-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,55000
02-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,44000,44000
06-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
09-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,57000
10-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
12-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
14-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,54000
16-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,46000
17-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
20-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,55000
21-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,55000
23-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
27-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,53000
28-09-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,44000,49000
01-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,41000
02-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,43000
03-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
04-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,34000
06-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
08-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
09-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
11-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,46000
12-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
16-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
17-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
21-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
22-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,61000
23-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
24-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,51000
25-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
29-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
30-10-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
01-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,56000
02-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
03-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,39000
08-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,41000
10-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,56000
11-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,42000
14-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,54000
15-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,54000
17-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
19-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,68000
20-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,38000
21-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,62000
22-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,60000
24-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,62000
26-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,54000
27-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
28-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,36000
29-11-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,43000
02-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
03-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
05-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,49000
06-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,34000
07-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,52000
08-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,52000
11-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
14-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,61000
17-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
19-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,53000
20-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
21-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,57000
23-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,38000
26-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,40000
27-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
28-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
29-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
30-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,53000
31-12-2024,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,34000
06-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,60000
10-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
12-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
13-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
14-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,56000
15-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
18-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,53000
22-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
23-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
25-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,66000
27-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
28-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
29-01-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
02-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,51000
03-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
05-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,47000
07-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,59000
08-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,54000
11-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,55000
13-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,45000
14-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,39000
16-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,48000
18-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,53000,42000
20-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
21-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,47000
23-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,48000,48000
24-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,54000,48000
26-02-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,50000,50000
01-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,38000
02-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,44000
04-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
05-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,51000,53000
09-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,40000
11-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,52000,55000
13-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,42000
14-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,49000,49000
15-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,55000
16-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,45000,42000
19-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,46000,46000
20-03-2025,"West, Henderson and Ramirez",199,7225,USD,RETAIL LOANS,INTEREST RECEIVABLE,47000,36000
22-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
23-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
24-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,87000
25-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,106000
26-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,94000
28-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
30-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,70000
31-03-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,71000
01-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,96000
02-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
06-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,104000
07-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,73000
08-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,86000
09-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,65000
10-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
13-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,65000
14-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,86000
17-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
19-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,81000
23-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,84000
25-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,105000
28-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,66000
29-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,91000
30-04-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,92000
02-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
04-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,83000
06-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,115000
07-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
09-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
12-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,87000
14-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,71000
20-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,86000
22-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,110000
25-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,82000
27-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,105000
29-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,86000
30-05-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,94000
02-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,77000
03-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,86000
04-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,85000
06-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,100000
07-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
08-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,85000
10-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
12-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,95000
14-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
